Infinitive,Mood,Tense,1s,2s,3s,1p,3p
Beber,Indicative,Conditional,bebería,beberías,bebería,beberíamos,beberían
Beber,Indicative,Present Perfect,he bebido,has bebido,ha bebido,hemos bebido,han bebido
Beber,Indicative,Past Perfect,había bebido,habías bebido,había bebido,habíamos bebido,habían bebido
Beber,Indicative,Future Perfect,habré bebido,habrás bebido,habrá bebido,habremos bebido,habrán bebido
Beber,Indicative,Conditional Perfect,habría bebido,habrías bebido,habría bebido,habríamos bebido,habrían bebido
Beber,Subjunctive,Present,beba,bebas,beba,bebamos,beban
Beber,Subjunctive,Imperfect,bebiera,bebieras,bebiera,bebiéramos,bebieran
Beber,Subjunctive,Future,bebiere,bebieres,bebiere,bebiéremos,bebieren
Beber,Subjunctive,Present Perfect,haya bebido,hayas bebido,haya bebido,hayamos bebido,hayan bebido
Beber,Subjunctive,Past Perfect,hubiera bebido,hubieras bebido,hubiera bebido,hubiéramos bebido,hubieran bebido
Beber,Subjunctive,Future Perfect,hubiere bebido,hubieres bebido,hubiere bebido,hubiéremos bebido,hubieren bebido
Beber,Imperative,Affirmative,-,bebe,beba,bebamos,beban
Beber,Imperative,Negative,-,no bebas,no beba,no bebamos,no beban
Buscar,Indicative,Present,busco,buscas,busca,buscamos,buscan
Buscar,Indicative,Preterite,busqué,buscaste,buscó,buscamos,buscaron
Buscar,Indicative,Imperfect,buscaba,buscabas,buscaba,buscábamos,buscaban
Buscar,Indicative,Present Continuous,estoy buscando,estás buscando,está buscando,estamos buscando,están buscando
Buscar,Indicative,Informal Future,voy a buscar,vas a buscar,va a buscar,vamos a buscar,van a buscar
Buscar,Indicative,Future,buscaré,buscarás,buscará,buscaremos,buscarán
Buscar,Indicative,Conditional,buscaría,buscarías,buscaría,buscaríamos,buscarían
Buscar,Indicative,Present Perfect,he buscado,has buscado,ha buscado,hemos buscado,han buscado
Buscar,Indicative,Past Perfect,había buscado,habías buscado,había buscado,habíamos buscado,habían buscado
Buscar,Indicative,Future Perfect,habré buscado,habrás buscado,habrá buscado,habremos buscado,habrán buscado
Buscar,Indicative,Conditional Perfect,habría buscado,habrías buscado,habría buscado,habríamos buscado,habrían buscado
Buscar,Subjunctive,Present,busque,busques,busque,busquemos,busquen
Buscar,Subjunctive,Imperfect,buscara,buscaras,buscara,buscáramos,buscaran
Buscar,Subjunctive,Future,buscare,buscares,buscare,buscáremos,buscaren
Buscar,Subjunctive,Present Perfect,haya buscado,hayas buscado,haya buscado,hayamos buscado,hayan buscado
Buscar,Subjunctive,Past Perfect,hubiera buscado,hubieras buscado,hubiera buscado,hubiéramos buscado,hubieran buscado
Buscar,Subjunctive,Future Perfect,hubiere buscado,hubieres buscado,hubiere buscado,hubiéremos buscado,hubieren buscado
Buscar,Imperative,Affirmative,-,busca,busque,busquemos,busquen
Buscar,Imperative,Negative,-,no busques,no busque,no busquemos,no busquen
Caber,Indicative,Present,quepo,cabes,cabe,cabemos,caben
Caber,Indicative,Preterite,cupé,cupiste,cupo,cupimos,cupieron
Caber,Indicative,Imperfect,cabía,cabías,cabía,cabíamos,cabían
Caber,Indicative,Present Continuous,estoy cabiendo,estás cabiendo,está cabiendo,estamos cabiendo,están cabiendo
Caber,Indicative,Informal Future,voy a caber,vas a caber,va a caber,vamos a caber,van a caber
Caber,Indicative,Future,cabré,cabrás,cabrá,cabremos,cabrán
Caber,Indicative,Conditional,cabría,cabrías,cabría,cabríamos,cabrían
Caber,Indicative,Present Perfect,he cabido,has cabido,ha cabido,hemos cabido,han cabido
Caber,Indicative,Past Perfect,había cabido,habías cabido,había cabido,habíamos cabido,habían cabido
Caber,Indicative,Future Perfect,habré cabido,habrás cabido,habrá cabido,habremos cabido,habrán cabido
Caber,Indicative,Conditional Perfect,habría cabido,habrías cabido,habría cabido,habríamos cabido,habrían cabido
Caber,Subjunctive,Present,quepa,quepas,quepa,quepamos,quepan
Caber,Subjunctive,Imperfect,cupiera,cupieras,cupiera,cupiéramos,cupieran
Caber,Subjunctive,Future,cupiere,cupieres,cupiere,cupiéremos,cupieren
Caber,Subjunctive,Present Perfect,haya cabido,hayas cabido,haya cabido,hayamos cabido,hayan cabido
Caber,Subjunctive,Past Perfect,hubiera cabido,hubieras cabido,hubiera cabido,hubiéramos cabido,hubieran cabido
Caber,Subjunctive,Future Perfect,hubiere cabido,hubieres cabido,hubiere cabido,hubiéremos cabido,hubieren cabido
Caber,Imperative,Affirmative,-,cabe,quepa,quepamos,quepan
Caber,Imperative,Negative,-,no quepas,no quepa,no quepamos,no quepan
Caer,Indicative,Present,caigo,caes,cae,caemos,caen
Caer,Indicative,Preterite,caí,caíste,cayó,caímos,cayeron
Caer,Indicative,Imperfect,caía,caías,caía,caíamos,caían
Caer,Indicative,Present Continuous,estoy cayendo,estás cayendo,está cayendo,estamos cayendo,están cayendo
Caer,Indicative,Informal Future,voy a caer,vas a caer,va a caer,vamos a caer,van a caer
Caer,Indicative,Future,caeré,caerás,caerá,caeremos,caerán
Caer,Indicative,Conditional,caería,caerías,caería,caeríamos,caerían
Caer,Indicative,Present Perfect,he caído,has caído,ha caído,hemos caído,han caído
Caer,Indicative,Past Perfect,había caído,habías caído,había caído,habíamos caído,habían caído
Caer,Indicative,Future Perfect,habré caído,habrás caído,habrá caído,habremos caído,habrán caído
Caer,Indicative,Conditional Perfect,habría caído,habrías caído,habría caído,habríamos caído,habrían caído
Caer,Subjunctive,Present,caiga,caigas,caiga,caigamos,caigan
Caer,Subjunctive,Imperfect,cayera,cayeras,cayera,cayéramos,cayeran
Caer,Subjunctive,Future,cayere,cayeres,cayere,cayéremos,cayeren
Caer,Subjunctive,Present Perfect,haya caído,hayas caído,haya caído,hayamos caído,hayan caído
Caer,Subjunctive,Past Perfect,hubiera caído,hubieras caído,hubiera caído,hubiéramos caído,hubieran caído
Caer,Subjunctive,Future Perfect,hubiere caído,hubieres caído,hubiere caído,hubiéremos caído,hubieren caído
Caer,Imperative,Affirmative,-,cae,caiga,caigamos,caigan
Caer,Imperative,Negative,-,no caigas,no caiga,no caigamos,no caigan
Caerse,Indicative,Present,caigo,caes,cae,caemos,caen
Caerse,Indicative,Preterite,caí,caíste,cayó,caímos,cayeron
Caerse,Indicative,Imperfect,caía,caías,caía,caíamos,caían
Caerse,Indicative,Present Continuous,estoy cayéndose,estás cayéndose,está cayéndose,estamos cayéndose,están cayéndose
Caerse,Indicative,Informal Future,voy a caer,vas a caer,va a caer,vamos a caer,van a caer
Caerse,Indicative,Future,caeré,caerás,caerá,caeremos,caerán
Caerse,Indicative,Conditional,caería,caerías,caería,caeríamos,caerían
Caerse,Indicative,Present Perfect,he caído,has caído,ha caído,hemos caído,han caído
Caerse,Indicative,Past Perfect,había caído,habías caído,había caído,habíamos caído,habían caído
Caerse,Indicative,Future Perfect,habré caído,habrás caído,habrá caído,habremos caído,habrán caído
Caerse,Indicative,Conditional Perfect,habría caído,habrías caído,habría caído,habríamos caído,habrían caído
Caerse,Subjunctive,Present,caiga,caigas,caiga,caigamos,caigan
Caerse,Subjunctive,Imperfect,cayera,cayeras,cayera,cayéramos,cayeran
Caerse,Subjunctive,Future,cayere,cayeres,cayere,cayéremos,cayeren
Caerse,Subjunctive,Present Perfect,haya caído,hayas caído,haya caído,hayamos caído,hayan caído
Caerse,Subjunctive,Past Perfect,hubiera caído,hubieras caído,hubiera caído,hubiéramos caído,hubieran caído
Caerse,Subjunctive,Future Perfect,hubiere caído,hubieres caído,hubiere caído,hubiéremos caído,hubieren caído
Caerse,Imperative,Affirmative,-,cáete,caiga,caigamos,cáiganse
Caerse,Imperative,Negative,-,no te caigas,no se caiga,no nos caigamos,no se caigan
Calcular,Indicative,Present,calculo,calculas,calcula,calculamos,calculan
Calcular,Indicative,Preterite,calculé,calculaste,calculó,calculamos,calcularon
Calcular,Indicative,Imperfect,calculaba,calculabas,calculaba,calculábamos,calculaban
Calcular,Indicative,Present Continuous,estoy calculando,estás calculando,está calculando,estamos calculando,están calculando
Calcular,Indicative,Informal Future,voy a calcular,vas a calcular,va a calcular,vamos a calcular,van a calcular
Calcular,Indicative,Future,calcularé,calcularás,calculará,calcularemos,calcularán
Calcular,Indicative,Conditional,calcularía,calcularías,calcularía,calcularíamos,calcularían
Calcular,Indicative,Present Perfect,he calculado,has calculado,ha calculado,hemos calculado,han calculado
Calcular,Indicative,Past Perfect,había calculado,habías calculado,había calculado,habíamos calculado,habían calculado
Calcular,Indicative,Future Perfect,habré calculado,habrás calculado,habrá calculado,habremos calculado,habrán calculado
Calcular,Indicative,Conditional Perfect,habría calculado,habrías calculado,habría calculado,habríamos calculado,habrían calculado
Calcular,Subjunctive,Present,calcule,calcules,calcule,calculemos,calculen
Calcular,Subjunctive,Imperfect,calculase,calculases,calculase,calculásemos,calculasén
Calcular,Subjunctive,Future,calculare,calculares,calculare,calculáremos,calcularen
Calcular,Subjunctive,Present Perfect,haya calculado,hayas calculado,haya calculado,hayamos calculado,hayan calculado
Calcular,Subjunctive,Past Perfect,hubiera calculado,hubieras calculado,hubiera calculado,hubiéramos calculado,hubieran calculado
Calcular,Subjunctive,Future Perfect,hubiere calculado,hubieres calculado,hubiere calculado,hubiéremos calculado,hubieren calculado
Calcular,Imperative,Affirmative,-,calcula,calcule,calculemos,calculen
Calcular,Imperative,Negative,-,no calcules,no calcule,no calculemos,no calculen
Calentar,Indicative,Present,caliento,calientas,calienta,calentamos,calientan
Calentar,Indicative,Preterite,calenté,calentaste,calentó,calentamos,calentaron
Calentar,Indicative,Imperfect,calentaba,calentabas,calentaba,calentábamos,calentaban
Calentar,Indicative,Present Continuous,estoy calentando,estás calentando,está calentando,estamos calentando,están calentando
Calentar,Indicative,Informal Future,voy a calentar,vas a calentar,va a calentar,vamos a calentar,van a calentar
Calentar,Indicative,Future,calentaré,calentarás,calentará,calentaremos,calentarán
Calentar,Indicative,Conditional,calentaría,calentarías,calentaría,calentaríamos,calentarían
Calentar,Indicative,Present Perfect,he calentado,has calentado,ha calentado,hemos calentado,han calentado
Calentar,Indicative,Past Perfect,había calentado,habías calentado,había calentado,habíamos calentado,habían calentado
Calentar,Indicative,Future Perfect,habré calentado,habrás calentado,habrá calentado,habremos calentado,habrán calentado
Calentar,Indicative,Conditional Perfect,habría calentado,habrías calentado,habría calentado,habríamos calentado,habrían calentado
Calentar,Subjunctive,Present,caliente,calientes,caliente,calentemos,calienten
Calentar,Subjunctive,Imperfect,calentara,calentaras,calentara,calentáramos,calentaran
Calentar,Subjunctive,Future,calentare,calentares,calentare,calentáremos,calentaren
Calentar,Subjunctive,Present Perfect,haya calentado,hayas calentado,haya calentado,hayamos calentado,hayan calentado
Calentar,Subjunctive,Past Perfect,hubiera calentado,hubieras calentado,hubiera calentado,hubiéramos calentado,hubieran calentado
Calentar,Subjunctive,Future Perfect,hubiere calentado,hubieres calentado,hubiere calentado,hubiéremos calentado,hubieren calentado
Calentar,Imperative,Affirmative,-,calienta,caliente,calentemos,calienten
Calentar,Imperative,Negative,-,no calientes,no caliente,no calentemos,no calienten
Calentarse,Indicative,Present,caliento,calientas,calienta,calentamos,calientan
Calentarse,Indicative,Preterite,calenté,calentaste,calentó,calentamos,calentaron
Calentarse,Indicative,Imperfect,calentaba,calentabas,calentaba,calentábamos,calentaban
Calentarse,Indicative,Present Continuous,estoy calentándose,estás calentándose,está calentándose,estamos calentándose,están calentándose
Calentarse,Indicative,Informal Future,voy a calentar,vas a calentar,va a calentar,vamos a calentar,van a calentar
Calentarse,Indicative,Future,calentaré,calentarás,calentará,calentaremos,calentarán
Calentarse,Indicative,Conditional,calentaría,calentarías,calentaría,calentaríamos,calentarían
Calentarse,Indicative,Present Perfect,he calentado,has calentado,ha calentado,hemos calentado,han calentado
Calentarse,Indicative,Past Perfect,había calentado,habías calentado,había calentado,habíamos calentado,habían calentado
Calentarse,Indicative,Future Perfect,habré calentado,habrás calentado,habrá calentado,habremos calentado,habrán calentado
Calentarse,Indicative,Conditional Perfect,habría calentado,habrías calentado,habría calentado,habríamos calentado,habrían calentado
Calentarse,Subjunctive,Present,caliente,calientes,caliente,calentemos,calienten
Calentarse,Subjunctive,Imperfect,calentara,calentaras,calentara,calentáramos,calentaran
Calentarse,Subjunctive,Future,calentare,calentares,calentare,calentáremos,calentaren
Calentarse,Subjunctive,Present Perfect,haya calentado,hayas calentado,haya calentado,hayamos calentado,hayan calentado
Calentarse,Subjunctive,Past Perfect,hubiera calentado,hubieras calentado,hubiera calentado,hubiéramos calentado,hubieran calentado
Calentarse,Subjunctive,Future Perfect,hubiere calentado,hubieres calentado,hubiere calentado,hubiéremos calentado,hubieren calentado
Calentarse,Imperative,Affirmative,-,calienta,caliente,calentémonos,calienten
Calentarse,Imperative,Negative,-,no calientes,no caliente,no calentemos,no calienten
Callar,Indicative,Present,callo,callas,calla,callamos,callan
Callar,Indicative,Preterite,callé,callaste,calló,callamos,callaron
Callar,Indicative,Imperfect,callaba,callabas,callaba,callábamos,callaban
Callar,Indicative,Present Continuous,estoy callando,estás callando,está callando,estamos callando,están callando
Callar,Indicative,Informal Future,voy a callar,vas a callar,va a callar,vamos a callar,van a callar
Callar,Indicative,Future,callaré,callarás,callará,callaremos,callarán
Callar,Indicative,Conditional,callaría,callarías,callaría,callaríamos,callarían
Callar,Indicative,Present Perfect,he callado,has callado,ha callado,hemos callado,han callado
Callar,Indicative,Past Perfect,había callado,habías callado,había callado,habíamos callado,habían callado
Callar,Indicative,Future Perfect,habré callado,habrás callado,habrá callado,habremos callado,habrán callado
Callar,Indicative,Conditional Perfect,habría callado,habrías callado,habría callado,habríamos callado,habrían callado
Callar,Subjunctive,Present,calle,calles,calle,callemos,callen
Callar,Subjunctive,Imperfect,callara,callaras,callara,calláramos,callaran
Callar,Subjunctive,Future,callare,callares,callare,calláremos,callaren
Callar,Subjunctive,Present Perfect,haya callado,hayas callado,haya callado,hayamos callado,hayan callado
Callar,Subjunctive,Past Perfect,hubiera callado,hubieras callado,hubiera callado,hubiéramos callado,hubieran callado
Callar,Subjunctive,Future Perfect,hubiere callado,hubieres callado,hubiere callado,hubiéremos callado,hubieren callado
Callar,Imperative,Affirmative,-,calla,calle,callemos,callen
Callar,Imperative,Negative,-,no calles,no calle,no callemos,no callen
Calmar,Indicative,Present,calmo,calmas,calma,calmamos,calman
Calmar,Indicative,Preterite,calmé,calmaste,calmó,calmamos,calmaron
Calmar,Indicative,Imperfect,calmaba,calmabas,calmaba,calmábamos,calmaban
Calmar,Indicative,Present Continuous,estoy calmando,estás calmando,está calmando,estamos calmando,están calmando
Calmar,Indicative,Informal Future,voy a calmar,vas a calmar,va a calmar,vamos a calmar,van a calmar
Calmar,Indicative,Future,calmaré,calmarás,calmará,calmaremos,calmarán
Calmar,Indicative,Conditional,calmaría,calmarías,calmaría,calmaríamos,calmarían
Calmar,Indicative,Present Perfect,he calmado,has calmado,ha calmado,hemos calmado,han calmado
Calmar,Indicative,Past Perfect,había calmado,habías calmado,había calmado,habíamos calmado,habían calmado
Calmar,Indicative,Future Perfect,habré calmado,habrás calmado,habrá calmado,habremos calmado,habrán calmado
Calmar,Indicative,Conditional Perfect,habría calmado,habrías calmado,habría calmado,habríamos calmado,habrían calmado
Calmar,Subjunctive,Present,calme,calmes,calme,calmemos,calmen
Calmar,Subjunctive,Imperfect,calmara,calmaras,calmara,calmáramos,calmaran
Calmar,Subjunctive,Future,calmare,calmares,calmare,calmáremos,calmaren
Calmar,Subjunctive,Present Perfect,haya calmado,hayas calmado,haya calmado,hayamos calmado,hayan calmado
Calmar,Subjunctive,Past Perfect,hubiera calmado,hubieras calmado,hubiera calmado,hubiéramos calmado,hubieran calmado
Calmar,Subjunctive,Future Perfect,hubiere calmado,hubieres calmado,hubiere calmado,hubiéremos calmado,hubieren calmado
Calmar,Imperative,Affirmative,-,calma,calme,calmemos,calmen
Calmar,Imperative,Negative,-,no calmes,no calme,no calmemos,no calmen
